الماضي_ساعه_وثلث	B-Dep_hour
موش	B-Clarification_Req
مكتوب	I-Clarification_Req
عليه	I-Clarification_Req
تران	B-Train
آكسبراس	B-Train_Type


عادي	B-Train_Type


آكسبراس	B-Train_Type
في	B-Dep_hour
الثلاثه	I-Dep_hour


قداه	B-Price_Req


سلام_عليكم	B-Begin_Greeting
بالله	B-Politenesse
نهارت	B-Day
لثنين	I-Day
شنو	B-Dep_Hour_Req
لوقات	I-Dep_Hour_Req
متاع	O
تران	B-Train


و	B-Coordination
الصباح	B-Dep_hour


ما	B-Existence_Req
ثم	I-Existence_Req
الصباح	B-Dep_hour


أعطيني	B-Booking_Req
زوز	B-Ticket_Numbers
تسكره	B-Ticket


نهار	B-Day
لثنين	I-Day


هاك	O
قتلي	O
لوقات	B-Hour_Cpt
إلي	O
موجود	B-Existence_Req


زوز	B-Ticket_Numbers
تسكره	B-Ticket


ألي_روتور	B-Ticket_Type


من	O
غير	O
انخفاض	O


نعم	B-Acceptance
تفضل	B-Politenesse
اهم	O
ستين	B-Fare


تونس	B-Destination
لحداش_ودرجين	B-Dep_hour


تونس	B-Destination


أي	B-Acceptance


سامحني	B-Politenesse
أ	O
أ	O
لا	B-Rejection
خليني	O
برميير	B-Class


تونس	B-Destination


آكسبراس	B-Train_Type
ولا	B-Choice
عادي	B-Train_Type


وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
هو	O


وقتاه	B-Dep_Hour_Req
وو	O
وقتاه	B-Dep_Hour_Req
إللي	O
بعد	B-Dep_hour


وقتاه	B-Dep_Hour_Req
امبعد	B-Dep_hour


وبعد	B-Dep_hour


ثم	B-Existence_Req
آكسبراس	B-Train_Type


قداه	B-Price_Req
تونس	B-Destination


زوز	B-Ticket_Numbers
سوسه	B-Destination
برميير	B-Class


ألفين	B-Fare
والله	B-Politenesse
ما	B-Existence_Req
عندي	I-Existence_Req
ألفين	B-Fare


باهي	B-Acceptance


سامحني	B-Politenesse
بربي	B-Politenesse
انجم	O
نبدل	O
تسكره	B-Ticket
تران	B-Train
الماضي_ساعه_وأربعه	B-Dep_hour


مع	B-Dep_hour
الماضي_ساعه_وأربعه	I-Dep_hour
نزيد	O
دينار_وخمسميه	B-Fare
علاه	B-Clarification_Req


تبدلو	O
تران	B-Train


سلام_عليكم	B-Begin_Greeting


تونس	B-Destination


لا	B-Rejection
أوه	O


برميير	B-Class


لا	B-Rejection


عندي	O


تران	B-Train
الماضي_ساعه_وربع	B-Dep_hour
إلى	B-Destination
تونس	I-Destination


أي	B-Acceptance


لا	B-Rejection


زوز	B-Ticket_Numbers
متع	O
تران	B-Train
لحداش_ودرجين	B-Dep_hour


دوزييم	B-Class


اسمع	O
بيبي	O
عامين	O
تخلص	O
ولا	B-Choice


إنشا_الله	B-Politenesse


تونس	B-Destination
تونس	B-Destination


عادي	B-Class
أيه	B-Acceptance


تران	B-Train
متع	O
لعشيه	B-Dep_hour
وقتاه	B-Dep_Hour_Req
يرحم_بوك	B-Politenesse


ااه	O


تونس	B-Destination
تونس	B-Destination


أه	B-Clarification_Req


لا	B-Rejection
لا	I-Rejection
ما_عنديش	O
وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
هو	O


بالله	B-Politenesse
واحد	B-Ticket_Numbers
سوسه	B-Destination
برميير	B-Class


يبارك_في_عمرك	B-Politenesse


نحب	B-Booking_Req
نركب	B-Departure_Cpt
في	O
تران	B-Train
الماضي_ساعه	B-Dep_hour


اسمع	O
تران	B-Train
إلي	O
بعد	B-Dep_hour
سوسه	B-Origin
تونس	B-Destination


أي	B-Acceptance
أي	B-Acceptance
ما	O
يقلقش	O


أي	B-Acceptance


أي	B-Acceptance


سلام_عليكم	B-Begin_Greeting
تران	B-Train
إلى	B-Destination
تونس	I-Destination
ألي_روتور	B-Ticket_Type
بقداه	B-Price_Req


كلاس	B-Class_Cpt
زوز	B-Class
ولا	B-Choice
أن	B-Class


أقل	O
ثم	B-Existence_Req


واحد_وعشرين	B-Fare
ألي_روتور	B-Ticket_Type


ثم	B-Existence_Req
تران	B-Train
غدوه	B-Day
وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
إلى	B-Destination
تونس	I-Destination


الخمسه_وخمسه	B-Dep_hour


سلام	B-Begin_Greeting
تران	B-Train
لحداش	B-Dep_hour
خروج	B-Departure_Cpt


أعطيني	B-Booking_Req
تونس	B-Destination
برميير	B-Class
دومي	B-Ticket_Type


سلام_عليكم	B-Begin_Greeting


الله_يعينك	B-Politenesse


بالله	B-Politenesse
يرحم_والد	B-Politenesse
غدوه	B-Day
تران	B-Train
وقتاه	B-Dep_Hour_Req
ثم	I-Dep_Hour_Req
إلى	B-Destination
تونس	I-Destination


أي	B-Acceptance
الصباح	B-Dep_hour
أي	B-Acceptance


الخمسه_وخمسه	B-Dep_hour
آكسبراس	B-Train_Type
هاذا	O


بارك_الله_فيك	B-Politenesse


صباح_الخير	B-Begin_Greeting
شنحوالك	B-Politenesse
لا_باس	B-Politenesse
ربي_يعينك	B-Politenesse


بالله	B-Politenesse
غدوه	B-Day
تران	B-Train
إلى	B-Destination
تونس	I-Destination
مع	O
ثم	B-Existence_Req
نصف_النهار	B-Dep_hour
وو	O


باهي	B-Acceptance
مع	B-Dep_hour
الماضي_ساعه_وأربعه	I-Dep_hour
نلحقوا	O
عليه	O
آ	O
آ	O
ديراكت	B-Train_Type
هاذا	O


نعم	B-Clarification_Req


آ	O
آ	O
آ	O
الماضي_ثلاثه	B-Dep_hour
خير	O
متع	O
لعشيه	B-Dep_hour
لا	B-Rejection
لا	I-Rejection


الثلاثه	B-Dep_hour
وصول	B-Arrival_Cpt
السته	B-Arr_hour


وصول	B-Arrival_Cpt
قبل_المغرب	B-Arr_hour
دونك	O
بالظبط	O


باهي	B-Acceptance
يعطيك_الصحه	B-Politenesse
أعطيني	B-Booking_Req
زوز	B-Ticket_Numbers
آكسبراس	B-Train_Type
الثلاثه	B-Dep_hour
غدوه	B-Day
زوز	B-Ticket_Numbers
زوز	B-Ticket_Numbers
من_فضلك	B-Politenesse


تفضل	B-Politenesse


شنو	B-Clarification_Req
تران	B-Train
إلي	O
خروج	B-Departure_Cpt
تو	B-Dep_hour


لحداش_ودرجين	B-Dep_hour
ظاهرلي	O
خروج	B-Departure_Cpt
و	B-Coordination
لا	O
بعد	B-Dep_hour


الماضي_ساعه_وأربعه	B-Dep_hour
وصول	B-Arrival_Cpt
في	B-Destination
حمام_لنف	I-Destination


إن_شا_الله	B-Politenesse
كان	O
خلاتنا	O
القدره	O
وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt


يعيشك	B-Politenesse


سلام	B-Begin_Greeting


أعطيني	B-Booking_Req
زوز	B-Ticket_Numbers
تسكره	B-Ticket
تو	B-Dep_hour
صفاقس	B-Origin
تونس	B-Destination
متع	O
غدوه	B-Day


الماضي_ساعه_ونص	B-Dep_hour
جو	O
بنص	O


الماضي_ساعه_وأربعه	B-Dep_hour
أي	B-Acceptance
و	O
كلاس	B-Class_Cpt
كنفور	B-Class


زوز	B-Ticket_Numbers
آه	O


سلام	B-Begin_Greeting
بالله	B-Politenesse
تران	B-Train
إلى	B-Destination
سوسه	I-Destination
وقتاه	B-Dep_Hour_Req


الماضي_ساعه_وأربعه	B-Dep_hour


آكسبراس	B-Train_Type
وقتاه	B-Dep_Hour_Req


هاك	O
لول	B-Dep_hour


وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt


الله_يعينك	B-Politenesse


بالله	B-Politenesse
ألي_روتور	B-Ticket_Type
إلى	B-Destination
تونس	I-Destination
يعيشك	B-Politenesse
غدوه	B-Day
الخمسه	B-Dep_hour
متع	O
الصباح	B-Dep_hour


وحده	B-Ticket_Numbers
برك	O
ألي_روتور	B-Ticket_Type


واحد_وعشرين_دينار	B-Fare


بالله	B-Politenesse
ثم	B-Existence_Req
ورقه	B-Hour_Cpt
متع	I-Hour_Cpt
لوقات	I-Hour_Cpt
عندك	B-Existence_Req
يرحم_بوك	B-Politenesse


بالله	B-Politenesse
تران	B-Train
إللي	O
بعد	B-Dep_hour
وقتاه	B-Dep_Hour_Req


الثلاثه	B-Dep_hour
عادي	B-Train_Type


و	B-Coordination
آكسبراس	B-Train_Type
ثم	B-Existence_Req
قبلو	B-Dep_hour


تونس	B-Destination
الثلاثه	B-Dep_hour
غير	I-Dep_hour
كلو	O
كنفور	B-Class
بري	B-Price
برك	O


نهار	B-Day
لحد	I-Day
إن_شا_الله	B-Politenesse
تران	B-Train
إللي	O
خروج	B-Departure_Cpt
من	B-Origin
صفاقس	I-Origin
خروج	B-Arrival_Cpt
إلى	B-Destination
تونس	I-Destination
في	B-Dep_hour
الثلاثه	I-Dep_hour
غير_درج	I-Dep_hour
صفاقس	B-Origin
تونس	B-Destination
الثلاثه	B-Dep_hour
غير_درج	I-Dep_hour


آكسبراس	B-Train_Type
هو	O


بالله	B-Politenesse
فيه	B-Existence_Req
تسكره	B-Ticket
برميير	B-Class
كلاس	B-Class_Cpt
و	B-Coordination
كنفور	B-Class


كلو	O
على	O
بعضو	O


صباح_الخير	B-Begin_Greeting


متع	O
الماضي_ساعه	B-Dep_hour
مازال	B-Existence_Req
ولا	B-Choice
لا	B-Rejection


أي	B-Acceptance


أي	B-Acceptance


بير_بورقبه	B-Destination


وقتاه	B-Dep_Hour_Req
هو	O


موش_ثم	B-Existence_Req
واحد	O
نصف_النهار	B-Dep_hour


سلام_عليكم	B-Begin_Greeting


بالله	B-Politenesse
خويا	B-Politenesse
ااا	O
تسكره	B-Ticket
متع	O
آكسبراس	B-Train_Type
تونس	B-Destination


خروج	B-Departure_Cpt
هونيا	B-Origin
الثلاثه	B-Dep_hour
غير_درج	I-Dep_hour


غدوه	B-Day
الحي	O
ثم	B-Existence_Req
تران	B-Train
ولا	B-Choice
لا	B-Rejection


غدوه	B-Day
كيف_كيف	O
الثلاثه	B-Dep_hour
غير_درج	I-Dep_hour


قلعه_الصغيره	B-Destination
هاذاي	O


وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt
هوا	O


أي	B-Acceptance


ألي	B-Ticket_Type
و	B-Coordination
روتور	B-Ticket_Type
خويا	B-Politenesse


أي	B-Acceptance


روتور	B-Ticket_Type
نرجع	O
بيها	O
في	B-Hour_Cpt
أي	I-Hour_Cpt
وقت	I-Hour_Cpt


ألي	B-Ticket_Type
و	B-Coordination
روتور	B-Ticket_Type
تونس	B-Destination


أي	B-Acceptance


وقتاه	B-Dep_Hour_Req
تران	B-Train


توزر	B-Destination
وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
بعد	B-Day
عيد	I-Day


شنو	B-Clarification_Req
تران	B-Train
إلي	O
خروج	B-Departure_Cpt
تو	B-Dep_hour
إلى	B-Destination
تونس	I-Destination


ومتع	O
تو	B-Dep_hour
موش_ثم	B-Existence_Req
لحداش	B-Dep_hour
وو	O


تونس	B-Destination
في	B-Dep_hour
الليل	I-Dep_hour
وقتاه	B-Dep_Hour_Req
يرحم_بوك	B-Politenesse


زوز	B-Ticket_Numbers
تسكره	B-Ticket
إلى	B-Destination
تونس	I-Destination
دوزييم	B-Class
كلاس	B-Class_Cpt


أي	B-Acceptance
متع	O
الماضي_ساعه	B-Dep_hour
متع	O
الليل	B-Dep_hour


الغريبه	B-Destination


يا_غالي	B-Politenesse
بالله	B-Politenesse
وقتاه	B-Dep_Hour_Req
تران	B-Train
للغريبه	B-Destination


الغريبه	B-Destination


قلعه_الصغيره	B-Destination


سلام_عليكم	B-Begin_Greeting
كي	O
ناخذ	O
أ	O
سامحني	B-Politenesse
الساعه	O
كي	O
ناخذ	O
برميير	B-Class
كلاس	B-Class_Cpt
نابل	B-Destination
بير_بورقبه	B-Destination
إي	O
نلقا	B-Existence_Req
تسكره	O
ولا	B-Choice
لا	B-Rejection
هاك	O
شنحب	B-Clarification_Req
نعرف	I-Clarification_Req


إي	O
اسك	B-Clarification_Req
نلقا	B-Existence_Req
تسكره	O
ولا	B-Choice
لا	B-Rejection


مالا	O
أعطيني	B-Booking_Req
برميير	B-Class
كلاس	B-Class_Cpt
بير_بورقبه	B-Destination


دوزييم	B-Class
بير_بورقبه	B-Destination


مرسي	B-Politenesse


بالله	B-Politenesse
صفاقس	B-Origin
تونس	B-Destination
بعد	B-Dep_hour
شقان_الفطر	I-Dep_hour


لحظه	O
لحظه	O
متع	O
الماضي_ساعه_ونص	B-Dep_hour
متع	O
الليل	B-Dep_hour


عادي	B-Class


مرسي	B-Politenesse


زوز	B-Ticket_Numbers
تونس	B-Destination
برميير	B-Class


أي	B-Acceptance


وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt
إلى	B-Destination
تونس	I-Destination


وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt
وصول	B-Arrival_Cpt


بعد	B-Dep_hour
شقان_الفطر	I-Dep_hour
وقتاه	B-Dep_Hour_Req
ثم	I-Dep_Hour_Req
آه	B-Clarification_Req


بعد	B-Dep_hour
شقان_الفطر	I-Dep_hour
وقتاه	B-Dep_Hour_Req
ثم	I-Dep_Hour_Req
آخر	B-Train


باهي	B-Acceptance
الماضي_ساعه_وربع	B-Dep_hour
ألي_روتور	B-Ticket_Type
تونس	B-Destination
غدوه	B-Day
آه	O
غدوه	B-Day


الماضي_ساعه_وربع	B-Dep_hour


متع	O
النهار	B-Dep_hour


أي	B-Acceptance


لا	B-Rejection
لا	I-Rejection
برميير	B-Class


موش	B-Clarification_Req
كومبليه	I-Clarification_Req
هوا	O
ولا	B-Choice
حاجه	O


ألي_روتور	B-Ticket_Type
هاه	O


يعني	B-Clarification_Req
في	O
دي	O
عشره	O
أيام	O


سلام	B-Begin_Greeting
آكسبراس	B-Train_Type
خويا	B-Politenesse
وقتاه	B-Dep_Hour_Req
غدوه	B-Day


أي	B-Acceptance
أي	B-Acceptance
في	B-Dep_hour
النهار	I-Dep_hour
يعني	B-Clarification_Req
وقتاه	B-Dep_Hour_Req
ثم	I-Dep_Hour_Req


السبعه_غير_درجين	B-Dep_hour
باهي	B-Acceptance
ي	O
ي	O
أعطيني	B-Booking_Req
زوز	B-Ticket_Numbers
تونس	B-Destination


أي	B-Acceptance


لنصيت	O
بالله	B-Politenesse
سامحني	B-Politenesse
لنصيت	O
ولا	B-Choice
مازلت	O


باهي	B-Acceptance
ثم	B-Existence_Req
تران	B-Train
لحداش	B-Dep_hour
هكاي	O


أعطيني	B-Booking_Req
بالله	B-Politenesse
برميير	B-Class
كلاس	B-Class_Cpt
لحداش	B-Dep_hour
فك_علي	O


برميير	B-Class


ثلاثه	B-Fare
و	I-Fare
ثلاثين	I-Fare
و	I-Fare
ثمنميه	I-Fare


تران	B-Train
متع	O
قفصه	B-Destination
ما	B-Existence_Req
ثم	I-Existence_Req


بير_بورقبه	B-Destination
ثلاثه_غير_درج	B-Dep_hour
برميير	B-Class
كلاس	B-Class_Cpt


قداه	B-Price_Req
ألي	B-Ticket_Type
و	B-Coordination
روتور	B-Ticket_Type


تونس	B-Destination


معناها	B-Clarification_Req
قداه	B-Price_Req
تكلف	I-Price_Req
قداه	B-Price_Req
هي	O
تسكره	B-Ticket


قداه	B-Clarification_Req
تقعدلي	I-Clarification_Req
إن	O
ن	O
ن	O


نجم	B-Clarification_Req
نجي	B-Arrival_Cpt
قبل	O
عشره	O
أيام	O


نجم	B-Clarification_Req
أعمل	B-Booking_Req
ل	O
ل	O


لوقات	B-Hour_Cpt
تران	B-Train
كيفاه	B-Clarification_Req
ثاني	B-Day
عيد	I-Day
إلى	B-Destination
توزر	I-Destination


سوسه	B-Destination
بالله	B-Politenesse
وقتاه	B-Dep_Hour_Req


وقتاه	B-Dep_Hour_Req


الماضي_ساعه	B-Dep_hour


بالله	B-Politenesse
سامحني	B-Politenesse
وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
تران	B-Train
إلى	B-Destination
تونس	I-Destination


وأربعه	B-Dep_hour
بقداه	B-Price_Req
هوا	O
التكيه	B-Ticket


سلام	B-Begin_Greeting


نحب	B-Booking_Req
مع	B-Dep_hour
السبعه	I-Dep_hour
ثم	B-Existence_Req


لا	B-Rejection
متع	O
لعشيه	B-Dep_hour
متع	O
الليل	B-Dep_hour


وبعد	B-Dep_hour
في	B-Dep_hour
الليل	I-Dep_hour
وقتاه	B-Dep_Hour_Req
يرجع	B-Departure_Cpt


منين	B-Path_Request
من	B-Origin
تونس	I-Origin
يرجع	B-Departure_Cpt


سلام	B-Begin_Greeting


تران	B-Train
إلى	B-Destination
تونس	I-Destination
وقتاه	B-Dep_Hour_Req
ي	O
ي	O
خروج	B-Departure_Cpt


ثم	B-Existence_Req
آكسبراس	B-Train_Type
ولا	B-Choice
عادي	B-Train_Type


آكسبراس	B-Train_Type
خروج	B-Departure_Cpt
الثلاثه	B-Dep_hour
غير_درج	I-Dep_hour
بقداه	B-Price_Req


وفي	O
عادي	B-Train_Type
ثم	B-Existence_Req
برميير	B-Class
كلاس	B-Class_Cpt
و	B-Coordination
دوزييم	B-Class
كلاس	B-Class_Cpt


باهي	B-Acceptance
كنفور	B-Class
قداه	B-Price_Req


بالله	B-Politenesse
من_فضلك	B-Politenesse
وقتاه	B-Existence_Req
ثم	I-Existence_Req
خروج	B-Departure_Cpt
إلى	B-Destination
تونس	I-Destination


ثم	B-Existence_Req
الماضي_ساعه_وأربعه	B-Dep_hour


أعطيني	B-Booking_Req
ألي_روتور	B-Ticket_Type
عادي	B-Class


باهي	B-Acceptance


تران	B-Train
إلى	B-Destination
تونس	I-Destination
وصول	B-Arrival_Cpt
في	B-Destination
قربمباليه	I-Destination
متع	O
الماضي_ساعه_وأربعه	B-Dep_hour


أي	B-Acceptance


قابس	B-Destination


أعطيني	B-Booking_Req
تسكره	B-Ticket
قابس	B-Destination


أي	B-Acceptance


قداه	B-Price_Req


سلام	B-Begin_Greeting
خويا	B-Politenesse


تران	B-Train
إلى	B-Destination
تونس	I-Destination
متع	O
الماضي_ساعه_وأربعه	B-Dep_hour


آكسبراس	B-Train_Type


عادي	B-Train_Type


شنو	B-Clarification_Req
لوقات	B-Hour_Cpt
تران	B-Train
إلى	B-Destination
تونس	I-Destination


الماضي_ساعه_وأربعه	B-Dep_hour
ما	B-Existence_Req
ثم	I-Existence_Req
واحد	B-Train
قبلو	B-Dep_hour


لا	B-Rejection
لا	I-Rejection
تو	B-Dep_hour


آكسبراس	B-Train_Type
هاذايا	B-Clarification_Req


الماضي_ساعه_وأربعه	B-Dep_hour
وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt


زوز	B-Ticket_Numbers
تونس	B-Destination
برميير	B-Class


أي	B-Acceptance


ثم	B-Existence_Req
دوزييم	B-Class
دوزييم	B-Class


هات	B-Booking_Req
برميير	B-Class


لا	B-Rejection
لا	I-Rejection
هاءه	B-Rejection
نابل	B-Destination


بير_بورقبه	B-Destination


قلعه_الصغيره	B-Destination
بربي	B-Politenesse
وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt


تو	B-Dep_hour
تو	B-Dep_hour


ما	O
ما	B-Arrival_Cpt
وصول	I-Arrival_Cpt
في	B-Destination
سوسه	I-Destination


أه	B-Clarification_Req


قلعه_الصغيره	B-Destination


عندك	B-Existence_Req
دوزييم	B-Class
كلاس	B-Class_Cpt
ولا	B-Choice
لا	B-Rejection


نعم	B-Clarification_Req


وقتاه	B-Arr_Hour_Req
وصول	B-Arrival_Cpt
آ	O
آ	O
آ	O
متع	O
تونس	B-Destination


الماضي_ساعه	B-Arr_hour


سلام	B-Begin_Greeting
بربي	B-Politenesse
وقتاه	B-Dep_Hour_Req
خروج	B-Departure_Cpt
تران	B-Train
متع	O
قابس	B-Destination


آن	B-Clarification_Req


لربعه_ونص	B-Dep_hour
خروج	B-Departure_Cpt


عندي	O
وحده	B-Ticket_Numbers
كبيره	B-Ticket_Type
و	B-Coordination
زوز	B-Ticket_Numbers
صغار	B-Ticket_Type


قابس	B-Destination


إنشا_الله	B-Politenesse


نعم	B-Clarification_Req


أيوه	B-Acceptance


شكرا	B-Politenesse


وحده	B-Ticket_Numbers
إلى	B-Destination
تونس	I-Destination


نعم	B-Clarification_Req


قداه	B-Price_Req


علاه	B-Clarification_Req
شعمتلك	O
علاه	B-Clarification_Req
أي	B-Booking_Req
هات	I-Booking_Req
أي	I-Booking_Req


تونس	B-Destination


وحده	B-Ticket_Numbers
الصغيره	B-Ticket_Type
و	B-Coordination
وحده	B-Ticket_Numbers
جون	B-Ticket_Type


الجم	B-Destination


اسمع	O
بربي	B-Politenesse
آن	O
و	B-Coordination
وليد	O
تسعه	O
سنين	O
و	B-Coordination
بنيه	O
عشره	O
سنين	O
مازالت	O


نحب	B-Booking_Req
نقص	I-Booking_Req
ألي_روتور	B-Ticket_Type


بالحق	O


علاه	B-Clarification_Req


علاه	B-Clarification_Req
الصغار	O
مايقصوش	O


مالا	O
آن	O
ااا	O
آن	O
مش_لازم	O
نقص	B-Booking_Req
ألي	B-Ticket_Type
و	B-Coordination
روتور	B-Ticket_Type


آآآ	O


باهي	B-Acceptance
نقص	B-Booking_Req
ليلي	O
آن	O
ألي_روتور	B-Ticket_Type
وو	O
لل	O


باهي	B-Acceptance
نقص	B-Booking_Req


بارك_الله_فيك	B-Politenesse


تسكره	B-Ticket
وحده	B-Ticket_Numbers


تونس	B-Destination
تونس	B-Destination
تونس	B-Destination
تونس	B-Destination
وحده	B-Ticket_Numbers


قداه	B-Price_Req
برميير	B-Class
كلاس	B-Class_Cpt
بربي	B-Politenesse


سبعطاشن_ألف	B-Class
ال	O
ل	O
ل	O
برميير	B-Class
كلاس	B-Class_Cpt


والصغار	B-Ticket_Type
برميير	B-Class
كلاس	B-Class_Cpt


يعيشك	B-Politenesse
إن_شا_الله	B-Politenesse
عيدك_مبروك	B-Politenesse


قربمباليه	B-Destination


برميير	B-Class
ميسالش	B-Acceptance


أوه	O
